handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
HillaryClinton,fixed,True,2469,4214,17,JUL,6,2016,fixed,[]
HillaryClinton,america begrudge people successful get rich destroying people hillary,False,1635,3918,16,JUL,6,2016,america begrudge people successful get rich destroying people hillary,[]
HillaryClinton,major company filed chapter often last years trump casinos hillary,False,1909,3775,16,JUL,6,2016,major company filed chapter often last years trump casinos hillary,[]
HillaryClinton,donald trump business strategy build much take,False,1152,2847,16,JUL,6,2016,donald trump business strategy build much take,[]
HillaryClinton,always metric success make money matter gets destroyed process,True,745,1431,16,JUL,6,2016,always metric success make money matter gets destroyed process,[]
HillaryClinton,atlantic city exactly wins november hillary,False,928,1891,16,JUL,6,2016,atlantic city exactly wins november hillary,[]
HillaryClinton,atlantic city good cash cow long time money took incredible donald trump,False,1393,2553,16,JUL,6,2016,atlantic city good cash cow long time money took incredible donald trump,[]
HillaryClinton,businesses failing long rest town struggling bad decisions hurt whole city,False,797,2042,16,JUL,6,2016,businesses failing long rest town struggling bad decisions hurt whole city,[]
HillaryClinton,supposed kind amazing businessman happened,True,857,1592,16,JUL,6,2016,supposed kind amazing businessman happened,[]
HillaryClinton,trump taj mahal donald called th wonder world bankrupt canceled workers health insurance pensions,False,1186,2244,16,JUL,6,2016,trump taj mahal donald called th wonder world bankrupt canceled workers health insurance pensions,[]
HillaryClinton,trump marina hotel casino atlantic city sold years ago huge loss,False,714,1677,16,JUL,6,2016,trump marina hotel casino atlantic city sold years ago huge loss,[]
HillaryClinton,donald trump called trump plaza casino hotel biggest hit yet abandoned,False,2629,5836,16,JUL,6,2016,donald trump called trump plaza casino hotel biggest hit yet abandoned,[]
HillaryClinton,donald trump atlantic city nothing brag shameful every voter america needs know,False,1303,3195,16,JUL,6,2016,donald trump atlantic city nothing brag shameful every voter america needs know,[]
HillaryClinton,let trump bankrupt america like one casinos watch hillary live atlantic city,False,873,2102,16,JUL,6,2016,let trump bankrupt america like one casinos watch hillary live atlantic city,[]
HillaryClinton,trump made millions bankrupting businesses laying workers stiffing contractors,False,2727,3949,16,JUL,6,2016,trump made millions bankrupting businesses laying workers stiffing contractors,[]
HillaryClinton,hillary heard college costs high america time fix,False,1791,5344,15,JUL,6,2016,hillary heard college costs high america time fix,[]
realDonaldTrump,convention speaker schedule released tomorrow let today devoted crooked hillary rigged system live,False,8281,24697,15,JUL,6,2016,convention speaker schedule released tomorrow let today devoted crooked hillary rigged system live,[]
HillaryClinton,applaud bold initiative brought forth financing higher education,True,3282,8103,14,JUL,6,2016,applaud bold initiative brought forth financing higher education,[]
HillaryClinton,learn hillary plan give former students relief student debt,False,1271,2861,14,JUL,6,2016,learn hillary plan give former students relief student debt,[]
realDonaldTrump,seven million hits social media crooked hillary clinton check sleepy eyes,False,5047,16762,14,JUL,6,2016,seven million hits social media crooked hillary clinton check sleepy eyes,[]
realDonaldTrump,sleepy eyes chuck todd man little touch politics could watched standing ovation speech n c,False,4254,15238,14,JUL,6,2016,sleepy eyes chuck todd man little touch politics could watched standing ovation speech n c,[]
realDonaldTrump,even great caesars bankrupt c others follow ask democrat city council happened atlantic city,False,4968,14854,13,JUL,6,2016,even great caesars bankrupt c others follow ask democrat city council happened atlantic city,[]
realDonaldTrump,hillary clinton ask democrat pols atlantic city made wrong moves convention center airport destroyed city,False,4321,13691,13,JUL,6,2016,hillary clinton ask democrat pols atlantic city made wrong moves convention center airport destroyed city,[]
realDonaldTrump,made lot money atlantic city left years ago great timing know pols made big mistakes many bankruptcies,False,3520,12962,13,JUL,6,2016,made lot money atlantic city left years ago great timing know pols made big mistakes many bankruptcies,[]
HillaryClinton,donald trump praise brutal dictators like saddam hussein knows bounds,False,2887,5774,12,JUL,6,2016,donald trump praise brutal dictators like saddam hussein knows bounds,[]
realDonaldTrump,crooked hillary clinton lied fbi people country sooooo guilty watch time come,False,10478,28604,12,JUL,6,2016,crooked hillary clinton lied fbi people country sooooo guilty watch time come,[]
realDonaldTrump,rigged system may helped hillary clinton escape criminal charges,False,7167,16305,12,JUL,6,2016,rigged system may helped hillary clinton escape criminal charges,[]
realDonaldTrump,crooked hillary proven person dishonest incompetent bad judgement,False,8524,24657,11,JUL,6,2016,crooked hillary proven person dishonest incompetent bad judgement,[]
realDonaldTrump,crooked hillary clinton team extremely careless handling sensitive highly classified information fit,False,7869,23259,11,JUL,6,2016,crooked hillary clinton team extremely careless handling sensitive highly classified information fit,[]
realDonaldTrump,crooked hillary clinton unfit serve president u temperament weak opponents strong bad judgement,False,8471,26576,4,JUL,6,2016,crooked hillary clinton unfit serve president u temperament weak opponents strong bad judgement,[]
realDonaldTrump,think voters forget rigged system allowed crooked hillary get away murder come november,False,13032,37512,4,JUL,6,2016,think voters forget rigged system allowed crooked hillary get away murder come november,[]
realDonaldTrump,raised lot money republican party big gasp figures announced morning lots support win,False,6125,25478,4,JUL,6,2016,raised lot money republican party big gasp figures announced morning lots support win,[]
HillaryClinton,said,False,2868,7430,3,JUL,6,2016,said,[]
realDonaldTrump,interviewed tonight pm enjoy,False,2331,10756,2,JUL,6,2016,interviewed tonight pm enjoy,[]
realDonaldTrump,son interviewed tonight pm enjoy,False,2760,12383,0,JUL,6,2016,son interviewed tonight pm enjoy,[]
HillaryClinton,quiero que tú ayudes elegirla nuestra próxima presidenta de los estados unidos obama,False,1533,3257,0,JUL,6,2016,quiero que tú ayudes elegirla nuestra próxima presidenta de los estados unidos obama,[]
HillaryClinton,today believe hillary clinton first campaign stop,False,3430,8520,23,JUL,5,2016,today believe hillary clinton first campaign stop,[]
HillaryClinton,fired ready go,False,2586,7128,22,JUL,5,2016,fired ready go,[]
HillaryClinton,follow along takes hillary instagram account trail charlotte,False,1237,4047,20,JUL,5,2016,follow along takes hillary instagram account trail charlotte,[]
HillaryClinton,thanks obama,False,6017,16970,20,JUL,5,2016,thanks obama,[]
HillaryClinton,fact hillary steady hillary true real change real progress happen,False,1467,3951,20,JUL,5,2016,fact hillary steady hillary true real change real progress happen,[]
HillaryClinton,boo vote booing help need vote donald trump dangerous policies,False,2211,5091,20,JUL,5,2016,boo vote booing help need vote donald trump dangerous policies,[]
HillaryClinton,stateswoman makes us proud around world knows takes commander chief hillary,False,1370,3888,20,JUL,5,2016,stateswoman makes us proud around world knows takes commander chief hillary,[]
HillaryClinton,concern going look working families side got nothing offer,False,1163,3091,20,JUL,5,2016,concern going look working families side got nothing offer,[]
HillaryClinton,never man woman qualified office hillary clinton truth,False,1881,4358,20,JUL,5,2016,never man woman qualified office hillary clinton truth,[]
HillaryClinton,saw count back quit hillary,False,916,2660,20,JUL,5,2016,saw count back quit hillary,[]
HillaryClinton,saw treated everybody respect judge somebody treat others cameras,False,1473,4152,20,JUL,5,2016,saw treated everybody respect judge somebody treat others cameras,[]
HillaryClinton,let tell faith hillary clinton always rewarded,False,949,2616,19,JUL,5,2016,let tell faith hillary clinton always rewarded,[]
HillaryClinton,saw passion feels anybody experienced injustice personal hillary,False,924,2722,19,JUL,5,2016,saw passion feels anybody experienced injustice personal hillary,[]
HillaryClinton,today believe hillary clinton want help elect next president united states,False,1368,3514,19,JUL,5,2016,today believe hillary clinton want help elect next president united states,[]
HillaryClinton,know fired ready go hillary,False,1827,5438,19,JUL,5,2016,know fired ready go hillary,[]
HillaryClinton,america tear lift build bridges walls hillary,False,1609,4241,19,JUL,5,2016,america tear lift build bridges walls hillary,[]
HillaryClinton,world hangs every word president says donald trump temperamentally unfit commander chief hillary,False,1253,3616,19,JUL,5,2016,world hangs every word president says donald trump temperamentally unfit commander chief hillary,[]
HillaryClinton,statesman leading country entire world president knows keep us safe strong hillary,False,1253,5797,19,JUL,5,2016,statesman leading country entire world president knows keep us safe strong hillary,[]
HillaryClinton,look see someone spite obstruction faced still reaches common ground common purpose hillary,False,1225,4766,19,JUL,5,2016,look see someone spite obstruction faced still reaches common ground common purpose hillary,[]
HillaryClinton,families workplaces changed st century time policies paid leave equal pay updated,False,974,3644,19,JUL,5,2016,families workplaces changed st century time policies paid leave equal pay updated,[]
HillaryClinton,wrong millionaires pay lower tax rate secretaries going stop,False,924,3263,19,JUL,5,2016,wrong millionaires pay lower tax rate secretaries going stop,[]
HillaryClinton,going crack companies ship jobs profits overseas reward ones share profits employees instead,False,1339,4847,19,JUL,5,2016,going crack companies ship jobs profits overseas reward ones share profits employees instead,[]
HillaryClinton,going make college debt free help millions people struggling existing student debt hillary,False,1321,5044,19,JUL,5,2016,going make college debt free help millions people struggling existing student debt hillary,[]
HillaryClinton,straight months job growth want us see hillary,False,1070,2933,19,JUL,5,2016,straight months job growth want us see hillary,[]
HillaryClinton,president obama job save us second great depression exactly hillary,False,1383,3918,19,JUL,5,2016,president obama job save us second great depression exactly hillary,[]
HillaryClinton,means much support campaign knows thing two winning elections hillary,False,1134,4255,19,JUL,5,2016,means much support campaign knows thing two winning elections hillary,[]
HillaryClinton,someone never forgotten came donald tweeting hawaii hillary,False,1800,4672,19,JUL,5,2016,someone never forgotten came donald tweeting hawaii hillary,[]
HillaryClinton,live charlotte hits trail hillary first time campaign watch,False,587,1658,19,JUL,5,2016,live charlotte hits trail hillary first time campaign watch,[]
HillaryClinton,already full house hear afternoon charlotte,True,513,1540,19,JUL,5,2016,already full house hear afternoon charlotte,[]
realDonaldTrump,looking forward meeting little traveling north carolina together today,False,3870,15917,18,JUL,5,2016,looking forward meeting little traveling north carolina together today,[]
HillaryClinton,q condemn david duke say want white supremacists votes trump know,False,3107,5304,18,JUL,5,2016,q condemn david duke say want white supremacists votes trump know,[]
HillaryClinton,new interview talks hillary everything takes president,False,3074,6395,17,JUL,5,2016,new interview talks hillary everything takes president,[]
realDonaldTrump,fbi director said crooked hillary compromised national security charges wow,False,40507,78550,15,JUL,5,2016,fbi director said crooked hillary compromised national security charges wow,[]
realDonaldTrump,system rigged general petraeus got trouble far less unfair usual bad judgment,False,22463,56293,15,JUL,5,2016,system rigged general petraeus got trouble far less unfair usual bad judgment,[]
realDonaldTrump,great spending time yesterday done fantastic job people iowa u see,False,3845,15188,12,JUL,5,2016,great spending time yesterday done fantastic job people iowa u see,[]
realDonaldTrump,taxpayers paying fortune use air force one campaign trail president obama crooked hillary total disgrace,False,14735,38416,11,JUL,5,2016,taxpayers paying fortune use air force one campaign trail president obama crooked hillary total disgrace,[]
realDonaldTrump,p special meet trumps hope enjoy,False,2965,12898,22,JUL,4,2016,p special meet trumps hope enjoy,[]
HillaryClinton,si el lugar donde estás tiene espacio para tu voz tengas miedo de crear tu propio espacio hillary en,False,741,1777,22,JUL,4,2016,si el lugar donde estás tiene espacio para tu voz tengas miedo de crear tu propio espacio hillary en,[]
realDonaldTrump,president obama allowed use air force one campaign trail crooked hillary flying tomorrow pays,False,22131,56452,22,JUL,4,2016,president obama allowed use air force one campaign trail crooked hillary flying tomorrow pays,[]
HillaryClinton,happy fourth july today let celebrate best america freedom diversity values share h,False,3121,11028,18,JUL,4,2016,happy fourth july today let celebrate best america freedom diversity values share h,[]
HillaryClinton,great small big values define america hillary,False,3029,9442,18,JUL,4,2016,great small big values define america hillary,[]
realDonaldTrump,hillary obama terrorist attacks get worse politically correct fools even call radical islam,False,12274,32955,15,JUL,4,2016,hillary obama terrorist attacks get worse politically correct fools even call radical islam,[]
realDonaldTrump,crooked hillary clinton guilty hell system totally rigged corrupt missing e mails,False,10782,28819,15,JUL,4,2016,crooked hillary clinton guilty hell system totally rigged corrupt missing e mails,[]
HillaryClinton,years progress,False,2635,6614,14,JUL,4,2016,years progress,[]
realDonaldTrump,people interested v p pick people asked,False,4787,17501,14,JUL,4,2016,people interested v p pick people asked,[]
realDonaldTrump,look forward meeting today new jersey done great job senator iowa,False,3256,12716,14,JUL,4,2016,look forward meeting today new jersey done great job senator iowa,[]
realDonaldTrump,spent time indiana governor mike pence family yesterday impressed great people,False,3448,14054,14,JUL,4,2016,spent time indiana governor mike pence family yesterday impressed great people,[]
realDonaldTrump,senator tom cotton great meet press yesterday despite totally one sided interview chuck todd end result solid,False,3471,13822,13,JUL,4,2016,senator tom cotton great meet press yesterday despite totally one sided interview chuck todd end result solid,[]
realDonaldTrump,dishonest media trying absolute best depict star tweet star david rather sheriff star plain star,False,7431,24528,13,JUL,4,2016,dishonest media trying absolute best depict star tweet star david rather sheriff star plain star,[]
realDonaldTrump,happy th july,False,7818,20672,13,JUL,4,2016,happy th july,[]
realDonaldTrump,crooked hillary never able handle complexities danger isis go forever need change,False,6700,20136,12,JUL,4,2016,crooked hillary never able handle complexities danger isis go forever need change,[]
realDonaldTrump,third mass attack slaughter days isis dead baghdad worst many years leadership stop,False,6989,20209,11,JUL,4,2016,third mass attack slaughter days isis dead baghdad worst many years leadership stop,[]
realDonaldTrump,bangladesh hostages immediately killed isis terrorists unable cite verse koran killed,False,5761,14460,11,JUL,4,2016,bangladesh hostages immediately killed isis terrorists unable cite verse koran killed,[]
HillaryClinton,middle class americans thought trump institute would help reality yet another giant scam,False,1808,3800,2,JUL,4,2016,middle class americans thought trump institute would help reality yet another giant scam,[]
HillaryClinton,made better person helped believe anything,False,1135,3872,1,JUL,4,2016,made better person helped believe anything,[]
HillaryClinton,message america,False,2244,4162,23,JUL,3,2016,message america,[]
HillaryClinton,looking forward hitting campaign trail together,False,2316,6293,21,JUL,3,2016,looking forward hitting campaign trail together,[]
realDonaldTrump,believe crooked hillary sent bill meeting u g bill trouble h except got caught,False,6395,20455,21,JUL,3,2016,believe crooked hillary sent bill meeting u g bill trouble h except got caught,[]
realDonaldTrump,secret meeting bill clinton u g back closed plane heightened fbi shouting go away pictures,False,8277,22449,21,JUL,3,2016,secret meeting bill clinton u g back closed plane heightened fbi shouting go away pictures,[]
realDonaldTrump,anybody really believe bill clinton u g talked grandkids golf minutes plane tarmac,False,7824,22249,21,JUL,3,2016,anybody really believe bill clinton u g talked grandkids golf minutes plane tarmac,[]
realDonaldTrump,system rigged,False,10041,24741,21,JUL,3,2016,system rigged,[]
realDonaldTrump,saturday great man elie wiesel passed away world better place belief good triumph evil,False,5649,21317,20,JUL,3,2016,saturday great man elie wiesel passed away world better place belief good triumph evil,[]
HillaryClinton,today attack baghdad another horrific example isis savagery defeat prayers victims families h,False,2445,7892,20,JUL,3,2016,today attack baghdad another horrific example isis savagery defeat prayers victims families h,[]
realDonaldTrump,crooked hillary clinton knew husband wanted meet u g work deal system totally rigged amp corrupt,False,8802,24592,20,JUL,3,2016,crooked hillary clinton knew husband wanted meet u g work deal system totally rigged amp corrupt,[]
realDonaldTrump,fool would believe meeting bill clinton u g arranged crooked hillary know,False,9448,27233,20,JUL,3,2016,fool would believe meeting bill clinton u g arranged crooked hillary know,[]
HillaryClinton,every american opportunity live god given potential,False,2180,5483,19,JUL,3,2016,every american opportunity live god given potential,[]
realDonaldTrump,watched totally biased chuck todd entire show good news people get,False,5852,20152,17,JUL,3,2016,watched totally biased chuck todd entire show good news people get,[]
HillaryClinton,join around world mourning loss hillary passing elie wiesel,False,2571,7989,1,JUL,3,2016,join around world mourning loss hillary passing elie wiesel,[]
HillaryClinton,going turn back clock progress,False,5348,12978,0,JUL,3,2016,going turn back clock progress,[]
realDonaldTrump,announced sources charges brought crooked hillary clinton like said system totally rigged,False,21210,49885,21,JUL,2,2016,announced sources charges brought crooked hillary clinton like said system totally rigged,[]
HillaryClinton,like finger nuclear button trump hands economy,False,2141,5529,21,JUL,2,2016,like finger nuclear button trump hands economy,[]
realDonaldTrump,impossible fbi recommend criminal charges hillary clinton wrong bill stupid,False,12970,36271,20,JUL,2,2016,impossible fbi recommend criminal charges hillary clinton wrong bill stupid,[]
HillaryClinton,born july trans activist sylvia rivera early lgbt leader whose work paved way progress,False,1793,5573,19,JUL,2,2016,born july trans activist sylvia rivera early lgbt leader whose work paved way progress,[]
HillaryClinton,let make america world leader manufacturing,False,1275,3790,16,JUL,2,2016,let make america world leader manufacturing,[]
realDonaldTrump,thank,False,5981,14633,15,JUL,2,2016,thank,[]
realDonaldTrump,thank support,False,2966,9207,15,JUL,2,2016,thank support,[]
realDonaldTrump,reminder last year clinton pledged turned work related email penalty perjury,True,6843,10868,15,JUL,2,2016,reminder last year clinton pledged turned work related email penalty perjury,[]
realDonaldTrump,thank,False,8526,24173,15,JUL,2,2016,thank,[]
realDonaldTrump,become next potus ignoring,False,4068,10103,15,JUL,2,2016,become next potus ignoring,[]
realDonaldTrump,crooked hillary makes history,False,11083,25634,15,JUL,2,2016,crooked hillary makes history,[]
HillaryClinton,company keep says lot maybe one ever told donald trump,False,1954,3660,14,JUL,2,2016,company keep says lot maybe one ever told donald trump,[]
realDonaldTrump,constitution clear right people keep amp bear arms shall infringed upon,False,10249,25815,13,JUL,2,2016,constitution clear right people keep amp bear arms shall infringed upon,[]
realDonaldTrump,,False,5929,16491,13,JUL,2,2016,,[]
realDonaldTrump,speakers slots republican convention totally filled long waiting list want speak wednesday release,False,4618,14708,11,JUL,2,2016,speakers slots republican convention totally filled long waiting list want speak wednesday release,[]
realDonaldTrump,read failing aware event held cleveland total lie people sick,False,4036,13014,11,JUL,2,2016,read failing aware event held cleveland total lie people sick,[]
realDonaldTrump,say see fix make america safe,False,5058,14212,1,JUL,2,2016,say see fix make america safe,[]
realDonaldTrump,returned colorado amazing crowd,False,3148,15205,1,JUL,2,2016,returned colorado amazing crowd,[]
HillaryClinton,praying safety hostages bangladesh terrorists never succumb fear hate h,False,2651,9336,1,JUL,2,2016,praying safety hostages bangladesh terrorists never succumb fear hate h,[]
HillaryClinton,la evidencia muestra que trump es un pésimo empresario por qué debemos creer él sabrá manejar la economía del país,False,781,1594,21,JUL,1,2016,la evidencia muestra que trump es un pésimo empresario por qué debemos creer él sabrá manejar la economía del país,[]
realDonaldTrump,thank inviting western conservative summit colorado,False,4087,13527,19,JUL,1,2016,thank inviting western conservative summit colorado,[]
HillaryClinton,could give speech nominate first woman president enter chance win,False,983,2794,19,JUL,1,2016,could give speech nominate first woman president enter chance win,[]
realDonaldTrump,thank support make america safe great,False,8060,26217,17,JUL,1,2016,thank support make america safe great,[]
HillaryClinton,space room voice afraid carve space hillary,False,2280,5049,17,JUL,1,2016,space room voice afraid carve space hillary,[]
realDonaldTrump,crimes happening elected potus killer never,False,7004,14748,16,JUL,1,2016,crimes happening elected potus killer never,[]
HillaryClinton,trump institute taught donald trump real business strategy cheating innocent americans hard earned money,False,1506,2831,16,JUL,1,2016,trump institute taught donald trump real business strategy cheating innocent americans hard earned money,[]
realDonaldTrump,yet another terrorist attack today israel father shot palestinian terrorist killed,False,4202,9547,15,JUL,1,2016,yet another terrorist attack today israel father shot palestinian terrorist killed,[]
HillaryClinton,trump says people pride made usa products make hint,False,5328,9629,15,JUL,1,2016,trump says people pride made usa products make hint,[]
HillaryClinton,hillary plan connect debt relief entrepreneurship smart,True,516,1111,14,JUL,1,2016,hillary plan connect debt relief entrepreneurship smart,[]
realDonaldTrump,horrible killing year old american girl home israel palestinian terrorist must get tough,False,5530,13826,13,JUL,1,2016,horrible killing year old american girl home israel palestinian terrorist must get tough,[]
realDonaldTrump,great job fox morning keep good work,False,2546,10423,13,JUL,1,2016,great job fox morning keep good work,[]
realDonaldTrump,take look happened w bill clinton system totally rigged anybody really believe meeting coincidence,False,10756,27612,12,JUL,1,2016,take look happened w bill clinton system totally rigged anybody really believe meeting coincidence,[]
realDonaldTrump,bill clinton meeting total secret nobody know caught local reporter,False,7915,20382,12,JUL,1,2016,bill clinton meeting total secret nobody know caught local reporter,[]
realDonaldTrump,bernie sanders said hillary clinton bad judgement bill meeting probably initiated demanded hillary,False,6004,18374,12,JUL,1,2016,bernie sanders said hillary clinton bad judgement bill meeting probably initiated demanded hillary,[]
realDonaldTrump,,False,5134,13644,2,JUL,1,2016,,[]
HillaryClinton,economy always stronger democrat white house,False,2082,7122,2,JUL,1,2016,economy always stronger democrat white house,[]
HillaryClinton,show hillary count stand donald trump chip,False,764,2584,1,JUL,1,2016,show hillary count stand donald trump chip,[]
HillaryClinton,presidential candidate spent long fighting rights new americans hillary clinton,True,831,2030,1,JUL,1,2016,presidential candidate spent long fighting rights new americans hillary clinton,[]
HillaryClinton,mexican american truly fear consequences anti mexican rhetoric funny,True,2742,4134,23,JUN,30,2016,mexican american truly fear consequences anti mexican rhetoric funny,[]
realDonaldTrump,interviewed tonight pm fox enjoy,False,3017,11185,22,JUN,30,2016,interviewed tonight pm fox enjoy,[]
HillaryClinton,chip agree hillary,False,785,2659,21,JUN,30,2016,chip agree hillary,[]
HillaryClinton,breaking join campaign trail scranton pa july rsvp,True,722,1760,20,JUN,30,2016,breaking join campaign trail scranton pa july rsvp,[]
HillaryClinton,applaud senate dems strong proposal help families fleeing violence persecution central america,True,364,920,20,JUN,30,2016,applaud senate dems strong proposal help families fleeing violence persecution central america,[]
HillaryClinton,watch celebrities pay tribute orlando victims new ryan murphy produced video,True,4013,6776,19,JUN,30,2016,watch celebrities pay tribute orlando victims new ryan murphy produced video,[]
realDonaldTrump,reason put approximately million successful primary campaign simple want make america great,False,8564,27234,19,JUN,30,2016,reason put approximately million successful primary campaign simple want make america great,[]
realDonaldTrump,self funded winning primary campaign approx million loan totally terminated loan,False,5038,18673,19,JUN,30,2016,self funded winning primary campaign approx million loan totally terminated loan,[]
realDonaldTrump,dishonest refuses accept fact forgiven million loan campaign done deal,False,5336,16561,19,JUN,30,2016,dishonest refuses accept fact forgiven million loan campaign done deal,[]
realDonaldTrump,one reasons hillary hid emails public see got rich selling america,False,7870,17329,19,JUN,30,2016,one reasons hillary hid emails public see got rich selling america,[]
realDonaldTrump,would college graduates want crooked hillary president destroy,False,5052,12196,18,JUN,30,2016,would college graduates want crooked hillary president destroy,[]
HillaryClinton,heartbroken heinous terrorist murder year old hallel ariel child danger home,True,565,859,18,JUN,30,2016,heartbroken heinous terrorist murder year old hallel ariel child danger home,[]
realDonaldTrump,new book absolutely terrific must read,False,3908,11069,17,JUN,30,2016,new book absolutely terrific must read,[]
HillaryClinton,pride month coming close march toward equality continues onward,False,3314,10832,17,JUN,30,2016,pride month coming close march toward equality continues onward,[]
HillaryClinton,republicans actually wanted protect women health support planned parenthood attack,False,2313,5456,15,JUN,30,2016,republicans actually wanted protect women health support planned parenthood attack,[]
realDonaldTrump,story hillary never change,False,6014,13081,14,JUN,30,2016,story hillary never change,[]
realDonaldTrump,,True,5847,12113,14,JUN,30,2016,,[]
HillaryClinton,scenes new york city pride team hillary,False,1719,5056,12,JUN,30,2016,scenes new york city pride team hillary,[]
realDonaldTrump,reasons explain wants continue bad trade deals rather renegotiating making better,False,5458,15355,2,JUN,30,2016,reasons explain wants continue bad trade deals rather renegotiating making better,[]
realDonaldTrump,tremendous day massachusetts maine thank everyone making special,False,3352,14126,2,JUN,30,2016,tremendous day massachusetts maine thank everyone making special,[]
HillaryClinton,lucharé junto al pueblo de pr para poner la economía de la isla de vuelta en un camino de estabilidad prosperidad,False,453,1216,2,JUN,30,2016,lucharé junto al pueblo de pr para poner la economía de la isla de vuelta en un camino de estabilidad prosperidad,[]
HillaryClinton,fight people puerto rico put island economy back stable prosperous path,False,1754,5772,2,JUN,30,2016,fight people puerto rico put island economy back stable prosperous path,[]
realDonaldTrump,april year hillary spent campaign mr trump self funding,False,5950,16508,1,JUN,30,2016,april year hillary spent campaign mr trump self funding,[]
HillaryClinton,going back,False,6487,14937,1,JUN,30,2016,going back,[]
HillaryClinton,donald trump chance becoming president,False,753,1937,0,JUN,30,2016,donald trump chance becoming president,[]
HillaryClinton,hiring organizers across country bring home win november get information apply,True,797,1370,23,JUN,29,2016,hiring organizers across country bring home win november get information apply,[]
realDonaldTrump,p enjoy,False,2447,10349,22,JUN,29,2016,p enjoy,[]
HillaryClinton,hillary talks early childhood education teacher son thank mother would,True,879,2349,22,JUN,29,2016,hillary talks early childhood education teacher son thank mother would,[]
HillaryClinton,deploy g internet make sure fastest online connections possible,False,700,2030,21,JUN,29,2016,deploy g internet make sure fastest online connections possible,[]
HillaryClinton,bringing new computer science teachers good kids good economy,True,404,961,20,JUN,29,2016,bringing new computer science teachers good kids good economy,[]
HillaryClinton,cool ties,False,1128,2492,20,JUN,29,2016,cool ties,[]
HillaryClinton,made places like mexico china vietnam honduras hong kong taiwan south korea singapore bangladesh oman,False,10601,19321,19,JUN,29,2016,made places like mexico china vietnam honduras hong kong taiwan south korea singapore bangladesh oman,[]
HillaryClinton,iowa california primary taken us nearly every state country,False,637,2047,18,JUN,29,2016,iowa california primary taken us nearly every state country,[]
realDonaldTrump,isis exploded hillary clinton watch done nothing never capable,False,10110,26894,18,JUN,29,2016,isis exploded hillary clinton watch done nothing never capable,[]
HillaryClinton,obligation protect open internet defend net neutrality,False,722,1935,17,JUN,29,2016,obligation protect open internet defend net neutrality,[]
HillaryClinton,today vote restore planned parenthood funds victory well done amp executive council right thing,True,608,1852,17,JUN,29,2016,today vote restore planned parenthood funds victory well done amp executive council right thing,[]
HillaryClinton,today vote planned parenthood nh executive council choose families political agenda watching side pick h,False,840,3035,16,JUN,29,2016,today vote planned parenthood nh executive council choose families political agenda watching side pick h,[]
HillaryClinton,two words free wifi train stations airports public spaces,False,1662,4084,16,JUN,29,2016,two words free wifi train stations airports public spaces,[]
HillaryClinton,hillary making first stop together charlotte text nc info trip,True,1216,3653,15,JUN,29,2016,hillary making first stop together charlotte text nc info trip,[]
realDonaldTrump,bangor maine today join pme cross insurance center,False,2754,9657,14,JUN,29,2016,bangor maine today join pme cross insurance center,[]
realDonaldTrump,new q poll going win whole deal make america great,False,6728,21237,14,JUN,29,2016,new q poll going win whole deal make america great,[]
realDonaldTrump,watched senator john barrasso great thank john,False,2673,9957,14,JUN,29,2016,watched senator john barrasso great thank john,[]
HillaryClinton,hillary visited countries secretary state trump products made least businessman,True,1147,1772,14,JUN,29,2016,hillary visited countries secretary state trump products made least businessman,[]
HillaryClinton,instead driving debt risking another recession let make economy work everyone,False,1115,2741,14,JUN,29,2016,instead driving debt risking another recession let make economy work everyone,[]
realDonaldTrump,would uschamber upset fact want negotiate better stronger trade deals want penalties cheaters,False,6464,19198,13,JUN,29,2016,would uschamber upset fact want negotiate better stronger trade deals want penalties cheaters,[]
realDonaldTrump,must fight harder american worker china many others taking advantage u terrible trade pacts,False,4357,13560,13,JUN,29,2016,must fight harder american worker china many others taking advantage u terrible trade pacts,[]
HillaryClinton,strong enough let remain victim hillary,False,1135,3485,12,JUN,29,2016,strong enough let remain victim hillary,[]
realDonaldTrump,iron mike tyson asked speak convention though sure would good job media makes everything,False,5530,19525,2,JUN,29,2016,iron mike tyson asked speak convention though sure would good job media makes everything,[]
realDonaldTrump,thanks sharing eric need administration incapable keeping country safe,False,3838,12034,0,JUN,29,2016,thanks sharing eric need administration incapable keeping country safe,[]
HillaryClinton,live los angeles watch hillary town hall digital content creators,False,786,2031,0,JUN,29,2016,live los angeles watch hillary town hall digital content creators,[]
HillaryClinton,americans stand united people turkey campaign hatred violence hillary,False,5029,12558,22,JUN,28,2016,americans stand united people turkey campaign hatred violence hillary,[]
HillaryClinton,new plan let entrepreneurs defer student loans years,False,737,2150,21,JUN,28,2016,new plan let entrepreneurs defer student loans years,[]
realDonaldTrump,must everything possible keep horrible terrorism outside united states,False,14204,38534,21,JUN,28,2016,must everything possible keep horrible terrorism outside united states,[]
realDonaldTrump,yet another terrorist attack time turkey world ever realize going sad,False,12500,32426,21,JUN,28,2016,yet another terrorist attack time turkey world ever realize going sad,[]
HillaryClinton,pat summitt record legendary work ethic second none need exactly kind commitment end alzheimer h,False,2243,7647,20,JUN,28,2016,pat summitt record legendary work ethic second none need exactly kind commitment end alzheimer h,[]
realDonaldTrump,hillary clinton presidency would catastrophic future country ill fit bad judgment,False,9321,26188,20,JUN,28,2016,hillary clinton presidency would catastrophic future country ill fit bad judgment,[]
