handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
realDonaldTrump,kansas exciting day big speech morning wichita go caucus sorry cpac format fine,False,2760,10345,13,MAR,5,2016,kansas exciting day big speech morning wichita go caucus sorry cpac format fine,[]
realDonaldTrump,join wichita kansas tomorrow morning looking forward,False,2452,8341,3,MAR,5,2016,join wichita kansas tomorrow morning looking forward,[]
realDonaldTrump,thank new orleans louisiana,False,3616,10527,2,MAR,5,2016,thank new orleans louisiana,[]
realDonaldTrump,friends remember vote tomorrow live louisiana maine kentucky kansas,True,4861,12154,23,MAR,4,2016,friends remember vote tomorrow live louisiana maine kentucky kansas,[]
realDonaldTrump,join wichita kansas tomorrow morning looking forward,False,2692,8265,21,MAR,4,2016,join wichita kansas tomorrow morning looking forward,[]
realDonaldTrump,thank cadillac michigan make america great,False,3219,9763,21,MAR,4,2016,thank cadillac michigan make america great,[]
realDonaldTrump,march wichita kansas,False,3092,8450,18,MAR,4,2016,march wichita kansas,[]
realDonaldTrump,u senator bob corker r tenn issued following statement today regarding presidential election,False,4097,9371,17,MAR,4,2016,u senator bob corker r tenn issued following statement today regarding presidential election,[]
realDonaldTrump,thank macomb county michigan,False,3890,11482,16,MAR,4,2016,thank macomb county michigan,[]
realDonaldTrump,mary kissel snl character right real person right major loser clue,False,1634,5995,12,MAR,4,2016,mary kissel snl character right real person right major loser clue,[]
realDonaldTrump,get pos wsj liar fantasy pundit air blah blah real dummy,False,1700,5785,12,MAR,4,2016,get pos wsj liar fantasy pundit air blah blah real dummy,[]
realDonaldTrump,thank america,False,5985,14114,12,MAR,4,2016,thank america,[]
realDonaldTrump,position visas,False,6301,13284,5,MAR,4,2016,position visas,[]
realDonaldTrump,better business bureau report rating trump university,False,8545,18599,4,MAR,4,2016,better business bureau report rating trump university,[]
realDonaldTrump,rubio puts ad pilot drug dealer true pilot guy owned helicopter company think ever even used,False,3908,13158,1,MAR,4,2016,rubio puts ad pilot drug dealer true pilot guy owned helicopter company think ever even used,[]
realDonaldTrump,senator sessions serve chairman national security advisory committee,False,6255,14210,1,MAR,4,2016,senator sessions serve chairman national security advisory committee,[]
realDonaldTrump,thank portland maine,False,3840,12772,20,MAR,3,2016,thank portland maine,[]
realDonaldTrump,way see great people maine landing portland hours look forward,False,3553,14815,16,MAR,3,2016,way see great people maine landing portland hours look forward,[]
realDonaldTrump,miss tonight hope ben followers join never forget,False,7913,23401,15,MAR,3,2016,miss tonight hope ben followers join never forget,[]
realDonaldTrump,go trump doral miami watch world golf championship,False,1905,7768,15,MAR,3,2016,go trump doral miami watch world golf championship,[]
realDonaldTrump,people mad good gonna best stop gonna happen,False,2632,10017,14,MAR,3,2016,people mad good gonna best stop gonna happen,[]
realDonaldTrump,teaching gop lose four years ago enough romney wants,False,3754,10931,14,MAR,3,2016,teaching gop lose four years ago enough romney wants,[]
realDonaldTrump,phony lawsuit trump u could easily settled want go court approval rating students easy win,False,3461,11995,14,MAR,3,2016,phony lawsuit trump u could easily settled want go court approval rating students easy win,[]
realDonaldTrump,predicted trump reaching make peace republican establishment becomes inevitable party would mad unify,True,3731,8608,14,MAR,3,2016,predicted trump reaching make peace republican establishment becomes inevitable party would mad unify,[]
realDonaldTrump,mitt romney beg endorsement four years ago,False,8072,20774,11,MAR,3,2016,mitt romney beg endorsement four years ago,[]
realDonaldTrump,one beat hillary clinton mitt romney know win hillary wants part trump,False,8396,23388,11,MAR,3,2016,one beat hillary clinton mitt romney know win hillary wants part trump,[]
realDonaldTrump,would great people florida vote guy senator never even shows vote worst record marco rubio joke,False,5184,15046,11,MAR,3,2016,would great people florida vote guy senator never even shows vote worst record marco rubio joke,[]
realDonaldTrump,brought millions people republican party dems going establishment wants kill movement,False,6996,23507,11,MAR,3,2016,brought millions people republican party dems going establishment wants kill movement,[]
realDonaldTrump,failed candidate mitt romney ran one worst races presidential history working establishment bury big r win,False,5468,16008,11,MAR,3,2016,failed candidate mitt romney ran one worst races presidential history working establishment bury big r win,[]
realDonaldTrump,changed parties vote one else measures gope needs reality check country stake,False,3600,12236,3,MAR,3,2016,changed parties vote one else measures gope needs reality check country stake,[]
realDonaldTrump,looks like two time failed candidate mitt romney going telling republicans get elected good messenger,False,7765,22951,3,MAR,3,2016,looks like two time failed candidate mitt romney going telling republicans get elected good messenger,[]
realDonaldTrump,millions dollars spent false tv ads special interest groups rubio amp cruz see think puppet pols,False,4839,13516,3,MAR,3,2016,millions dollars spent false tv ads special interest groups rubio amp cruz see think puppet pols,[]
realDonaldTrump,establishment like control get lie us keep ripping us,False,3196,10516,3,MAR,3,2016,establishment like control get lie us keep ripping us,[]
realDonaldTrump,republican party taken millions new voters record careful leave sad,False,5532,17775,3,MAR,3,2016,republican party taken millions new voters record careful leave sad,[]
realDonaldTrump,video,False,2772,6744,2,MAR,3,2016,video,[]
realDonaldTrump,would love see republican party everyone get together unify video,False,5058,13725,23,MAR,2,2016,would love see republican party everyone get together unify video,[]
realDonaldTrump,another desperate move man easily beaten barrack obama,False,4489,14167,23,MAR,2,2016,another desperate move man easily beaten barrack obama,[]
realDonaldTrump,failed presidential candidate mitt romney news conference tomorrow criticize,False,4149,11876,23,MAR,2,2016,failed presidential candidate mitt romney news conference tomorrow criticize,[]
realDonaldTrump,going repeal replace obamacare read positions healthcare reform,False,4836,11910,23,MAR,2,2016,going repeal replace obamacare read positions healthcare reform,[]
realDonaldTrump,poll hit trump interesting numbers gone far since lightweight marco rubio turned nasty love,False,4597,15193,23,MAR,2,2016,poll hit trump interesting numbers gone far since lightweight marco rubio turned nasty love,[]
realDonaldTrump,correct u rest u muppets refuse hear true,False,1841,6168,21,MAR,2,2016,correct u rest u muppets refuse hear true,[]
realDonaldTrump,leaders republican party see bringing new voters millions creating larger stronger party,False,9882,28543,21,MAR,2,2016,leaders republican party see bringing new voters millions creating larger stronger party,[]
realDonaldTrump,wife w tonight pme enjoy,False,2857,9675,19,MAR,2,2016,wife w tonight pme enjoy,[]
realDonaldTrump,took trump university class saved home,False,2879,7931,18,MAR,2,2016,took trump university class saved home,[]
realDonaldTrump,marco rubio lost big last night even beat virginia spent much time money bosses desperate angry,False,4662,14406,18,MAR,2,2016,marco rubio lost big last night even beat virginia spent much time money bosses desperate angry,[]
realDonaldTrump,would anyone florida vote lightweight senator marco rubio check credit card scam house sale amp show voting,False,5067,14053,18,MAR,2,2016,would anyone florida vote lightweight senator marco rubio check credit card scam house sale amp show voting,[]
realDonaldTrump,special interests people control politicians puppets spending million misleading fraudulent v ads,False,6575,15674,17,MAR,2,2016,special interests people control politicians puppets spending million misleading fraudulent v ads,[]
realDonaldTrump,fox calls virginia trump holds big win trump big setback rubio needed win state,False,2267,8937,12,MAR,2,2016,fox calls virginia trump holds big win trump big setback rubio needed win state,[]
realDonaldTrump,marco rubio criticized ted cruz underperforming tonight wow,False,2547,8456,12,MAR,2,2016,marco rubio criticized ted cruz underperforming tonight wow,[]
realDonaldTrump,looks like rubio get delegates tx al meet threshold,False,2150,7575,12,MAR,2,2016,looks like rubio get delegates tx al meet threshold,[]
realDonaldTrump,nearly impossible path gop nomination rubio says,False,1755,5407,12,MAR,2,2016,nearly impossible path gop nomination rubio says,[]
realDonaldTrump,record democrats would much rather face cruz trump true,False,2552,8557,12,MAR,2,2016,record democrats would much rather face cruz trump true,[]
realDonaldTrump,thank vermont,False,3892,13904,5,MAR,2,2016,thank vermont,[]
realDonaldTrump,thank arkansas,False,4868,16314,4,MAR,2,2016,thank arkansas,[]
realDonaldTrump,thank virginia,False,6857,19964,1,MAR,2,2016,thank virginia,[]
realDonaldTrump,thank alabama,False,6808,20067,1,MAR,2,2016,thank alabama,[]
realDonaldTrump,thank tennessee,False,7115,20273,1,MAR,2,2016,thank tennessee,[]
realDonaldTrump,thank massachusetts,False,7240,20709,1,MAR,2,2016,thank massachusetts,[]
realDonaldTrump,thank georgia,False,7839,21665,0,MAR,2,2016,thank georgia,[]
realDonaldTrump,wow thank louisville kentucky lets,False,4117,12181,22,MAR,1,2016,wow thank louisville kentucky lets,[]
realDonaldTrump,lets go america get amp,False,4498,11672,20,MAR,1,2016,lets go america get amp,[]
realDonaldTrump,make america great,False,18629,31560,19,MAR,1,2016,make america great,[]
realDonaldTrump,voted today feedback polls like kid christmas,True,3058,11133,19,MAR,1,2016,voted today feedback polls like kid christmas,[]
realDonaldTrump,thank columbus ohio,False,3669,11910,19,MAR,1,2016,thank columbus ohio,[]
realDonaldTrump,people south carolina embarrassed nikki haley,False,3313,10344,19,MAR,1,2016,people south carolina embarrassed nikki haley,[]
realDonaldTrump,gov nikki haley became liability rubio published social media,True,2799,5417,19,MAR,1,2016,gov nikki haley became liability rubio published social media,[]
realDonaldTrump,w romney tax returns political ploy fast forward w robot rubio,True,4894,7230,19,MAR,1,2016,w romney tax returns political ploy fast forward w robot rubio,[]
realDonaldTrump,got endorsement brian france yesterday georgia also many sports great drivers thank nascar georgia,False,4204,13366,11,MAR,1,2016,got endorsement brian france yesterday georgia also many sports great drivers thank nascar georgia,[]
realDonaldTrump,thank georgia amazing supporters tonight everyone get amp tomorrow,False,5078,14147,1,MAR,1,2016,thank georgia amazing supporters tonight everyone get amp tomorrow,[]
realDonaldTrump,great news former mayor dallas tom leppert endorsed thank tomorrow big day vote,False,5126,14302,1,MAR,1,2016,great news former mayor dallas tom leppert endorsed thank tomorrow big day vote,[]
realDonaldTrump,thank brian france bill elliott amp,False,3361,9205,0,MAR,1,2016,thank brian france bill elliott amp,[]
